2.945462261693034733e+01	9.742124285057998350e+02	2.503639569874980566e+02	-1.472196312026385669e+02	-2.720687480784305308e+02
1.916674236897776495e+02	2.622852476135386155e+02	-5.004815097936319717e+02	-4.055174676238370921e+02	3.343728253195433808e+02
-4.502891250610448282e+01	5.557713549811073790e+02	5.531718798925032843e+02	5.517605581824081895e+01	-1.082635391737027675e+02
6.007837122313129186e+01	-8.496999901299166424e+01	2.396874074596211699e+02	2.508223779841624790e+01	3.083894438199189381e+02
-7.793631895247617081e+01	-6.800562890138407965e+02	4.373762965795477839e+02	3.681723446934051367e+02	1.467122378783078886e+02
-1.356850690817023342e+01	6.973641144476449654e+02	3.500904016213153227e+02	-8.298194618426799707e+01	-1.151553229423096525e+02
-8.679627269563302150e+01	-7.409338201695651378e+02	-1.409371590994740018e+02	1.921091560221093175e+02	1.981941540302002380e+01
-4.315295951705720512e+01	-6.843761636097141263e+02	-4.100017849371956800e+02	7.802979188835114144e+01	-1.082688204307390656e+01
2.954405454972099960e+02	5.511572226915923238e+02	-1.603271663541611076e+02	-4.606007862002299476e+02	5.452153012857846761e+02
1.986184765634570795e+02	4.243002709152929697e+02	-4.145258272595748394e+02	-3.954976845224773569e+02	2.576379329417649728e+02
1.871306076840439658e+01	-2.480991592318379624e+00	-6.354572086454955979e+02	-1.786571819339071396e+02	-1.370292112080829838e+02
-1.090517774725484941e+02	-1.349905322615423984e+02	-3.371311329712165161e+02	3.261282988861727006e+01	-3.622887234311065754e+02
-3.685717549897064771e+01	-4.711626300030530956e+02	2.954471868884138530e+02	2.321073127043993907e+02	1.419292808126216130e+02
1.941025496830853569e+02	1.450626791810114753e+02	-5.961614160019883002e+02	-3.854656570936570574e+02	3.032206640078654800e+02
8.037415743185104589e+01	3.442495205706849219e+02	-1.281096145032261120e+02	-1.738400748715889677e+02	3.785817001840252516e+01
-1.538914066947647257e+02	1.929140477882462790e+02	6.466038844024152468e+02	2.811351863413285628e+02	-2.996285380068135282e+02
-6.651104058656899554e+01	7.088709772132227727e+02	1.914093409334216744e+02	-7.438555867419457002e+01	-3.409226544036956170e+02
-1.218294404859262325e+00	9.198629573911377975e+02	2.478034971963076600e+02	-1.400454075467585540e+02	-2.770804757789136943e+02
-9.789012503119533903e+01	-3.019122778764850068e+02	8.347210953372707820e+01	1.797043250496899418e+02	-1.217215496213600687e+02
1.687530234928488539e+02	5.493848778861938627e+02	-3.637107076223379067e+02	-3.848352198890280533e+02	1.509106106965551817e+02
1.599241761210228674e+02	2.688044007723682967e+02	-1.203568291968751112e+02	-2.394090742629269073e+02	3.068888364040711849e+02
-4.139355692567655609e+01	4.168511252813497663e+02	6.536473821557533483e+02	1.444146580030309792e+02	-1.365977600498728464e+02
1.745069102352858010e+02	8.408922642823543470e+01	-6.294448049512608350e+02	-3.642316588349509061e+02	2.757473812160161515e+02
-1.205398049886259884e+02	-2.908837692953431642e+01	-1.918289614598818957e+02	5.158323064139131731e+01	-3.319303419336544607e+02
-2.762070397555111185e+02	-6.128816218951815245e+02	6.521780633266212135e+01	4.241196143621830856e+02	-5.368203122881549234e+02
-1.634946190586613852e+02	-1.574702140745106078e+02	6.130474262639341987e+02	3.848890689571700818e+02	-2.670552175432687250e+02
