-3.431047018890013511e+00	-1.486316003157187815e+00	-6.540091740792552955e-02	8.926895451635789414e+01	4.276918821589720210e+02	-1.983585905906325024e+02	-1.964834425576899264e+02	-7.964797572992848984e+01	1.721941769129498212e+01
2.468067465397135063e+00	1.326851482765267320e+00	3.934957996888035936e+00	4.096487975522176157e+02	-1.425009640991923447e+02	5.231070613882711768e+02	-2.249089139465854146e+02	5.507172739241779169e+01	-3.201985550596629082e+02
-2.161556771725722914e+00	2.362236086580472350e+00	-2.692637399196726289e+00	-3.922056607370858501e+02	-8.375430307268474905e+01	-1.567187097938701754e+02	1.801604023352539343e+02	-4.305991614094242692e+01	5.460890685338991943e+02
-3.410937141391302330e+00	-1.758117274507608796e+00	1.265096727076073790e+00	-1.141475871104508428e+02	-2.840706351466019441e+02	1.358980476015974261e+02	1.519481657388103599e+02	1.971957498653007690e+01	1.607592608907278020e+02
-3.555851478448616820e+00	-2.428238761821293501e+00	8.024373983491157603e-01	-6.471612314901308594e+01	-2.608260785235265757e+02	2.606924863572645563e+02	6.233883114588454077e+01	3.511939604803797721e+01	2.302210325026068745e+02
-2.899950471602366520e+00	9.608961043310255690e-01	-2.273799349388415880e+00	-3.945606565877116623e+02	-1.070449451039048228e+02	-1.154405248503328920e+02	1.734260755038426964e+02	-4.810487650806749826e+01	5.446268522362779549e+02
-5.459998272023098842e-01	3.140570651801843471e+00	2.884170542498133649e+00	1.522769224393482546e+02	3.173534870352308417e+02	-3.817934609042880538e+02	-3.051760629604056163e+01	-5.049192525995724878e-01	-5.309474106571558423e+02
-3.151325784206095548e+00	-1.153774483057708355e+00	4.089168276505406041e-01	-2.136479352590377516e+02	2.701128024579251132e+02	-6.305011441808566133e+02	1.926510610334927946e+02	-4.741325463776409777e+01	-1.711115510755707874e+02
-3.521542522306827294e+00	-1.711558260301069501e+00	-2.820727706192509565e-01	5.626780799776321373e+01	2.534248184960004835e+02	1.155483581363264811e+01	-1.944097289150012671e+02	-4.608609161656781339e+01	1.570729559147731038e+02
-3.569362018087380406e+00	-1.759975751205469674e+00	1.528395851620676815e+00	1.246999191816189381e+02	-3.431537324300816749e+02	6.199706923623547254e+02	-1.301359087357622286e+02	4.874596160338334272e+01	2.636956720655797426e+02
-3.232412389877361125e+00	-6.207527419445146855e-01	1.027425609172884613e+00	1.954979545783585309e+02	4.294723470737744151e+02	-1.039966933900511634e+02	-2.700371870974098556e+02	-5.672550060947872907e+01	-9.767017408169739667e+01
1.107525797854702621e+00	3.545291809533724692e+00	-3.504068689497433553e+00	-4.357272193696119871e+02	9.062636304903678308e+01	-2.401924303463185595e+02	9.292487176177772312e+01	-9.996969325095615488e+01	7.363430393421356257e+02
-2.894745363790881321e+00	1.511278232700871804e+00	-2.598120397103093282e+00	-9.934377984487407787e+01	-2.219434680143287153e+02	5.420447473353698342e+02	-1.461624216902891646e+02	-2.067074983568978297e+01	8.028276417068159390e+02
2.687483789752758589e+00	6.365363334935865147e-01	3.797622238019858543e+00	4.371119779078750298e+02	8.727751367867931265e+01	2.518289151159883659e+02	-2.441143288171825816e+02	5.383337657908779761e+01	-4.875566864336936419e+02
-6.162883310133793202e-01	3.186216269680044455e+00	3.108221813711393722e+00	6.755762096600756195e+01	-4.941483987451507964e+00	-9.606280349519398953e+01	5.435600936657511539e+01	2.501342001366768031e+01	-3.026052016551565771e+02
-2.352218690103725418e+00	2.069845999257778679e+00	-2.536932150489595195e+00	-3.965616332392737604e+02	-1.479781805256175353e+01	-2.226253574501085950e+02	1.755977192642910438e+02	-5.122962148829343931e+01	5.332492971331643048e+02
-3.268944881256298451e+00	-2.569583859347370769e-01	-1.406038230901307973e+00	-1.192025071467523674e+02	2.946920409295036052e+02	-2.167013292676274716e+02	-9.312741609224427464e+01	-6.839850974291012164e+01	2.780320609790575190e+02
-3.146556199691851852e+00	-4.321611225133636935e-03	1.713521600823728619e+00	2.675411352516548504e+02	2.222540088308184920e+02	2.398372296984324805e+02	-3.147770078777755316e+02	-1.876582927912801324e+01	1.075940108867982659e+01
5.085127430322497477e-02	3.145927749305456267e+00	2.914585418740456291e+00	2.024084397703489344e+02	5.304137893991961619e+02	-5.725304697599590327e+02	-9.042193230098891377e+01	-3.532043278757182492e+01	-7.034722393528859357e+02
-3.267137617983237430e+00	-5.175410234587740632e-02	-2.000662345681720744e+00	-3.507393340184314070e+02	-2.052030721661615758e+02	3.962071359527444514e+01	1.633699746937114980e+02	-2.271095818538754685e+01	5.556846147140619223e+02
-3.422665456998695621e+00	-1.733611124066847253e-01	-1.815687118598769079e+00	7.609000220194404918e+00	3.355859665423343330e+01	3.694207080397430332e+02	-1.970834539737751641e+02	-5.069442129495973148e+01	5.670451477909858795e+02
-2.855084692978371308e+00	7.432489978795002727e-01	-2.020599961034543313e+00	-4.364443710487195744e+02	3.187391991659238144e+01	-4.397066073015759002e+02	2.556501548557270951e+02	-6.570441586585366167e+01	3.741228646112705860e+02
-3.502992317683987000e+00	-1.411561814410856375e+00	1.679208325693836379e+00	1.402616114301192738e+02	-3.206732292835592943e+02	6.296246941154877277e+02	-1.283461092013163523e+02	4.081446000054474155e+01	2.674674160613400886e+02
-2.257011771019367785e+00	1.632393277422120370e+00	2.319942550576546303e+00	6.755082460167936631e+01	1.501200385697635227e+02	-2.051942916845250124e+02	1.388938260034886518e+01	-5.789423563327045663e+00	-2.529605393785917897e+02
-2.906503478968649024e+00	1.695952944039356147e-01	1.396789733033413583e+00	1.301702096765423278e+02	4.722161125373256709e+02	-3.389439663906206874e+02	-1.382352808792878989e+02	-4.707885056382830413e+01	-3.418898818760869176e+02
