-6.232266868808082450e+00	5.152189822353487898e+02	3.223466514068492188e+02	8.096432856252036458e+00	-5.042976770575742194e+02	-2.978518543030724004e+02
6.324568698201605343e+01	-5.942960434289200293e+02	7.174375689930610633e+01	-2.282036263832483485e+02	3.561982067352694230e+02	3.375294679427904043e+02
5.369448766110095761e+01	-5.785969058481540515e+02	6.348626944361068780e+01	-2.202804927720203807e+02	3.910361272956288303e+02	3.402698794753858920e+02
1.200491735613900435e+00	5.902842049551617265e+01	3.144576504234075855e+02	-1.118815511442507358e+02	-1.821890062750341315e+02	1.479412651991167316e+01
9.485922617594623318e+01	-1.458566290253457396e+02	-9.780639051555196772e+01	-1.808515949389098409e+02	-8.041799201956033372e+00	-2.954507267313522334e+02
2.449062919270134131e+01	4.322252657160864260e+02	1.343768336943380177e+02	-7.109366014178139892e+01	-4.785467451529898426e+02	-4.825286239033088123e+02
-8.080461861564498349e+01	-2.466123295804994768e+02	-3.123555967717636008e+02	2.504899793161480659e+02	4.508475295947998802e+02	4.555090825263609986e+02
-9.997943857603191020e+01	-2.836462574712748506e+02	-2.937570749947289528e+02	2.453465002798638182e+02	4.587562736992704799e+02	4.649393907388266030e+02
-1.191962708687151604e+02	8.563446401599077262e+01	-4.406557019497093819e+01	2.898763527714062889e+02	1.595643916979108496e+02	3.930241738654883648e+02
8.564436019653513199e+01	2.873627317963765790e+02	1.441686910566095037e+02	-2.039849636446014074e+02	-4.408754510602674372e+02	-5.386099613892002935e+02
-6.248151029459141625e+01	4.349483138636373951e+02	2.777422183708956140e+02	7.145085691331271960e+01	-3.810266565238878229e+02	-1.403813317416272639e+02
-1.376918247525158563e+02	3.051700778343248430e+02	2.236529284672139966e+02	1.993714455903554779e+02	-1.640148737401808035e+02	2.042308844456991324e+02
-5.998403086828547259e+01	-5.698291083178200722e+01	-2.184926037010393145e+02	1.804901317536742908e+02	1.986024192893918041e+02	1.882491342312488598e+02
1.106753712138751098e+02	-5.309388767952851822e+02	3.639401040866184758e+02	-4.104804047697303986e+02	1.521604985805213914e+02	1.655402579761691015e+02
-2.853342122822530413e+01	9.329951699522885633e+01	3.302112274842976376e+02	-7.955423167323091604e+01	-1.808061384794317519e+02	5.349513059997160269e+01
-1.167323813017109444e+02	-1.396588771306313390e+02	-3.224561018972021316e+02	3.361673470004807882e+02	4.084495950776772020e+02	4.495554120060864989e+02
1.401936392546747072e+02	-5.588074014873851638e+02	6.753289012437876409e+02	-6.456705404980712046e+02	-6.738238072915874177e+00	1.328503353223331658e+02
1.351255879861057529e+01	5.920888894772671165e+02	3.434110828412461842e+02	-6.074842506576751333e+01	-6.321496034103035981e+02	-4.901104401868743139e+02
-6.702645979610689153e+01	1.365294973355027537e+02	3.066061407725205186e+02	1.422027191527895162e+01	-1.560146158837377186e+02	1.407444021987933809e+02
1.635225995627186251e+02	-4.218327005793220792e+02	3.650789502096188812e+02	-5.315170834013230206e+02	-2.469598366606066620e+01	-1.435985653605964387e+02
-5.859814307208431927e+01	-8.968685964693783319e+01	-6.135402724372970624e+02	3.657515497312834327e+02	4.115568443349304175e+02	1.697827210584065654e+02
4.459264405253556873e+01	-5.841358533728609927e+02	8.237879442446723033e+01	-2.409147832011589969e+02	3.877194482578182146e+02	3.301206914301055804e+02
1.577406449630117322e+02	-4.364483044329856511e+02	3.803964817432170662e+02	-5.330477047299167452e+02	-2.063604697606462324e+01	-1.036887741190825949e+02
-2.457523467924174270e+02	1.376030746023542690e+02	-1.271603093871081001e+02	5.602601534819846165e+02	3.102968249990356640e+02	6.879656623367341126e+02
-6.882203212335109299e+01	1.361692963392199545e+02	2.901728870785610752e+02	4.062986309082562997e+01	-1.379131176860606729e+02	1.799361717691357399e+02
-1.131021391916529595e+01	-5.198389074074488008e+02	5.932863991202995635e+01	-9.327353699426502942e+01	3.889467079289136109e+02	4.501500602512945761e+02
6.114221016168739453e+01	-3.503515175098851842e+01	2.976608169146252294e+02	-2.165027833436666356e+02	-1.428200603575772902e+02	-8.827295335626709516e+01
4.127732982373593273e+01	6.608577415247740419e+02	3.513145726222457483e+02	-1.186870399756364662e+02	-7.532214721876966905e+02	-6.588203171294081812e+02
-5.908328000632602439e+00	-2.348977713450716749e+02	4.586715307343894779e+02	-1.873184746645251550e+02	1.070087219340699336e-01	3.059212805433139692e+02
3.259175177783489308e-01	6.017880223930648071e+02	3.322910793692944935e+02	-7.032286359031036227e+01	-6.112767194181693640e+02	-4.659608844789386808e+02
8.355554811545493976e+01	-8.786340190357924129e+00	6.067224867764485907e+01	-2.096542670146676812e+02	-1.276897418337613317e+02	-2.862979532765937165e+02
-1.292784643010340062e+02	1.864733321508970221e+01	-7.342926868869187729e+02	5.852162551882712478e+02	4.834930476549440641e+02	3.300000520538399087e+02
-4.346543377229089344e+01	-3.806058797376607004e+02	-1.022053129621459249e+02	1.059174025083764832e+02	4.270846759348384012e+02	5.169110620710125659e+02
-1.441014998193668646e+02	2.646757236452594952e+02	-4.496979187740492421e+02	5.114205229759427311e+02	1.782029309349229607e+02	1.872846727290444164e+02
2.090597858566602341e+01	-5.475501277928697164e+02	7.037185194064696248e+01	-1.529504347597790002e+02	4.001506038645653121e+02	3.977612459822100845e+02
-1.157905711573024092e+02	1.088898433795621656e+02	6.550233501964368088e+01	2.173576917262629138e+02	4.767936633065967555e+01	2.759173931209386978e+02
-1.433240068869860409e+02	2.431128293354012726e+02	-4.531074634110447050e+02	5.364313249158882400e+02	1.665663215644874811e+02	2.112439809395317241e+02
-1.843298421510120875e+02	2.186436869911362066e+02	1.809500884111782852e+02	3.179201060937866146e+02	1.587116691774803456e+01	4.369307605779079609e+02
-1.511866468240918948e+02	2.048306100339971749e+02	-3.997845751947256190e+02	5.261467389323372572e+02	2.241257518870947649e+02	3.146897565623415858e+02
1.931228007054573368e+02	-2.777385532877545984e+02	3.761392690768848297e+02	-5.392541061052817213e+02	-1.595245331315356339e+02	-2.982374577786969212e+02
-2.402653359266879249e+02	1.184558799622049889e+02	-1.893412265264334167e+02	5.809329802874660800e+02	3.348752232044425909e+02	7.183211358733707357e+02
3.331960821401679596e+01	-3.359551146194561966e+01	3.002917125263559228e+02	-2.112579657245125588e+02	-1.641749099638437599e+02	-5.966135711132897512e+01
-1.604388087265804472e+02	5.169355312396958197e+02	-3.030357223667010089e+02	5.095918550780210694e+02	-9.746377063693152820e+01	1.659986234262020588e+01
-8.299330162647081011e+01	4.160622067220330678e+02	2.639463193373632635e+02	9.612846743821090456e+01	-3.246829495521504896e+02	-3.653223436598156582e+01
1.374533590850076621e+02	1.475413955168216660e+02	2.485538530305475433e+02	-3.274577480199820343e+02	-4.009377929843780635e+02	-5.247821498827017876e+02
-2.598665522040878884e+01	1.214145549373000819e+02	3.332957037679102541e+02	-6.565898610702537042e+01	-2.055601825094751689e+02	5.370975066442851897e+01
-1.249646244449975967e+02	2.566103412520872666e+02	2.339230626692395560e+02	2.488855057125674932e+02	-7.178758369900671710e+01	3.114743573099392506e+02
-1.624169039543238569e+02	1.880392464959301719e+02	-4.050285825641393558e+02	5.208840978283000140e+02	2.253369188456409802e+02	3.279367704967610848e+02
-1.262172338678283694e+02	5.278551279339835673e+02	-2.645041976675078672e+02	4.799113438034827936e+02	-1.212987927722020061e+02	-3.235340324321316530e+01
2.156679681117423399e+02	-6.930530969204211260e+02	7.712215151630969103e+02	-7.933534187580930848e+02	-8.638672864808773610e+00	5.059384446013262959e+01
-1.591453801739436074e+02	3.540679850803635986e+01	-3.258149102478375880e+02	4.638552134933794946e+02	3.262201767007682633e+02	4.652243681989193647e+02
2.325747873613685499e+02	-2.140393161353836149e+02	1.419035753282724670e+02	-5.907821939898078654e+02	-2.296285715421834936e+02	-6.452570177957461510e+02
1.785406976140485824e+02	-6.225253549171437726e+02	7.235381249003258972e+02	-7.325869389286148134e+02	9.748417952751216475e+00	8.463054876615578337e+01
-3.322017305139368659e-01	6.194605449864387765e+02	3.197997957118129762e+02	-6.639241745516554261e+01	-6.541782243571603885e+02	-5.211003841492298534e+02
1.223903331095091573e+02	-2.945825660867821227e+01	4.306671697648894792e+02	-4.341028926640169061e+02	-3.484382554292129157e+02	-3.431903952120019881e+02
9.980342019595903480e+01	-1.118105007438922485e+02	1.443136258055826318e+02	-2.766324480219320776e+02	-1.140531860658670240e+02	-2.318747456695016922e+02
1.749663831485068215e+02	-7.852333476962989778e+01	3.240811147754475741e+01	-3.608335870210366352e+02	-1.814701619595276441e+02	-5.045781703295108400e+02
9.107223922707483155e+01	-6.048671763265391519e+02	1.069967909207716872e+02	-2.535304119368290117e+02	3.383135721340100304e+02	2.874188604333879198e+02
6.804101145411337370e+01	-5.855868760491728153e+02	9.596335891492832104e+01	-2.519027560464441251e+02	3.641628078070232846e+02	3.122481068708887619e+02
-3.033904224338271671e+00	3.866113344351011705e+01	3.320637064536202274e+02	-1.482211515541719109e+02	-1.738510792853972760e+02	-3.371422892412340833e+00
2.037545858938375432e+02	-9.664851406563090563e+01	6.216331051390346829e+02	-6.839374092322711931e+02	-4.670514987544411838e+02	-5.462391975615489628e+02
-1.515006270837523346e+02	9.931133438052987117e+01	-3.224105419809893078e+02	4.930778866328338950e+02	2.841509203578137317e+02	4.403794392116641347e+02
-1.788512595971849919e+02	1.266050868299416265e+01	-6.086135231631293436e+02	6.202884329538097745e+02	5.270000206980987514e+02	5.533404240701966046e+02
3.089468421518202490e+01	-3.322562754332538475e+02	5.063655065723134499e+02	-3.433003658575754002e+02	-1.299962186590576785e+01	2.424227378010673419e+02
2.073507228502428177e+02	-1.295089989815983245e+02	3.433122901168965058e+01	-4.574196536825216981e+02	-2.186649997540424124e+02	-5.885772526993247311e+02
