-1.102073799655208148e+02	6.858800469309159098e+01	-2.259011842447107767e+02	3.425916372256087357e+02	-6.211152698961874563e+01	-2.872089750754664124e+02	-6.395728714297332829e+01	-5.735348831672585845e+01
6.949742453055209523e+01	2.736792472755400922e+02	2.457125805694858229e+02	-4.469545530209230719e+02	3.394705020936036135e+02	-1.780421746807973875e+02	-5.757758369834118639e+01	4.012287339962836654e+02
-1.625372717765803543e+02	-3.910904968689105772e+02	-1.750866398731613671e+01	-7.137243994857776386e+01	-4.869147475042743167e+02	-4.631384138501702523e+02	3.290780149939134702e+01	-6.904513826385900188e+01
-2.680968075240186295e+02	-3.993292120913993699e+02	2.556436935882179240e-01	-1.592422299519395494e+02	-5.639467166096954998e+02	-9.158791061536298912e+02	-4.320939484812086562e+01	6.733687898900326729e+01
1.064007522821218998e+02	-1.091439261923823665e+02	1.711122384771941540e+02	-2.451351924617416387e+02	-8.077161167893416760e+00	2.363758433474133085e+02	7.371445701162019759e+01	1.517167624554590333e+01
-4.430735876182482258e+01	1.227523992390573540e+02	1.539700751046347307e+02	-3.838744480925310540e+02	1.397448917203451799e+02	-5.289653189051009576e+02	-9.035861181594076186e+01	3.883440144608248374e+02
-1.520133217550462348e+02	-2.766583984651960009e+02	1.081735914864263570e+01	-1.288652241014306128e+02	-3.642162283748245954e+02	-6.226086750889429595e+02	-3.663770006135699475e+00	2.022254300574726216e+01
-1.622056376426228610e+02	-2.412436052438847014e+02	3.168881514620504447e+01	-1.840449203554457824e+02	-3.355429097313713669e+02	-6.398057437478696556e+02	-4.109718147451636661e+00	9.342742004166544234e+01
2.313359767876547721e+02	1.416290015557375455e+02	1.058295804881356901e+02	-3.355272610951318057e+01	3.160048253628232260e+02	7.957677576725892550e+02	8.065945254191190372e+01	-6.251871184518725499e+01
1.074178121136131949e+02	9.470854085009682422e+01	-1.150013584859629674e+02	3.029019372944454176e+02	1.541020808187499256e+02	6.529733541059753179e+02	5.563259392009413773e+01	-2.321680397797854027e+02
-1.354124432607341646e+02	1.920474811243039142e+02	-1.528011579146441932e+02	1.522931249038408907e+02	7.038519417748915430e+01	-4.116186202469071986e+02	-1.160559581886092815e+02	1.137753175895850717e+02
1.158320368222621681e+02	6.449075720912585439e+02	5.635511502899860403e+01	-6.010977063953331623e+01	7.056362520904363009e+02	1.335861866991464808e+02	-1.361170408898650805e+02	3.426742882449984222e+02
-1.139095338232562113e+02	-4.361284417259341950e+01	-3.104765915313035052e+01	-4.210986203838567121e+01	-1.353908524049253117e+02	-4.394929772484574073e+02	-3.657280958434090934e+01	8.024612619520802070e+01
-1.542743121961271981e+02	-2.165432532730721675e+02	3.021831851350444964e+01	-2.135578459213695623e+02	-3.074792841642486110e+02	-6.522784968738275211e+02	-1.450808210475885041e+01	1.103165654726668521e+02
5.855990005426501455e+01	4.460120813353607900e+02	-1.994256373753173364e+02	3.951127897847138115e+02	4.468396720409643308e+02	3.634767998264275093e+02	-8.402172363054519622e+01	-3.040507534445695370e+01
-3.881711537072799700e+01	-3.114139111168868226e+02	-1.779143169870833390e+02	3.729225111230410334e+02	-3.535352597727795114e+02	2.801415820036845616e+02	1.135477910263263226e+02	-3.848285927376120981e+02
2.080702142631574247e+01	4.293660948539521627e+01	-3.710632554453470107e+02	7.211756384667827433e+02	-7.994439567749379805e+00	6.317816327251326811e+02	4.817695388639394594e+01	-4.596247401014790057e+02
1.677959048671847242e+01	3.685621925756471029e+01	-3.595680810925268815e+02	7.068268795206672621e+02	-1.435264144503013917e+01	5.563610026373966093e+02	4.261728256942355131e+01	-4.431792618684927447e+02
2.421276118650389435e+02	3.523188109263799106e+02	-4.892314799810615966e+01	2.441758876438171342e+02	4.684411858562535826e+02	9.571245471285644726e+02	3.256342859086745278e+01	-1.288773009684786928e+02
1.272073959322976577e+02	4.338904101181217925e+02	1.210724334473901820e+02	-1.869104594208300796e+02	5.161039393212984123e+02	1.160157899107641981e+02	-1.008249646389295862e+02	3.032618098876508839e+02
6.677468951460227231e+01	-1.879186122139370525e+02	1.478082803260012668e+02	-2.249319286606508399e+02	-9.404573435890746680e+01	1.913750291829483388e+02	6.678421561918331406e+01	-2.572548969182644640e+01
-1.620342625440737550e+02	-2.901195348573104980e+02	-1.732695343303706892e+01	-1.260298818124693980e+02	-3.830422278910825185e+02	-5.957061418531470736e+02	-1.155732580231868134e+01	4.028778030879188066e+01
4.651722922876885491e+01	2.346646519982766854e+00	-1.801808187101477188e+02	4.307080029513447244e+02	-5.746741984552476090e+00	5.844515625014714715e+02	5.872842563622887724e+01	-3.248147365481621023e+02
1.705028017484670215e+02	5.214273034208109721e+02	-1.453854115793040478e+02	3.606122097945833502e+02	5.940490703658483653e+02	7.390687346972458727e+02	-6.235670619816038140e+01	-4.860075667776943931e+01
-1.283030036049799207e+02	-5.023344440912226219e+02	1.638197885457854852e+02	-4.280450626624325423e+02	-5.581619544704462896e+02	-6.519958893986374733e+02	6.123241607107922135e+01	7.572895981137503441e+01
1.108514363663593087e+02	4.482159375157627323e+02	1.211137067145301529e+02	-1.700236489821268435e+02	5.280728861300476638e+02	1.166396881997892194e+02	-1.109480379625542241e+02	3.053361663353130098e+02
1.102574211377808524e+02	4.751008521345414692e+02	-2.073048053690132519e+02	4.801040442110059985e+02	5.088587691994683269e+02	5.962881731190811934e+02	-5.325688236136814879e+01	-1.038294744908962315e+02
-8.641773737988309279e+01	4.905957460277764426e+01	-2.797473187190258272e+02	4.329983348566814811e+02	-5.228820482552131921e+01	-2.673027601622697702e+01	-6.713609780152532380e+01	-1.877255640124978129e+02
-1.402928932829278210e+02	6.256923293452690871e+01	-2.228519123967587916e+02	3.070542968514048425e+02	-6.559188306053584938e+01	-3.267946306593843246e+02	-8.643346977323815850e+01	-4.143750857484256755e+01
1.737306751177232300e+01	4.975468788104593187e+01	-3.759471302367078351e+02	7.790547075495074978e+02	-9.212714643984870833e+00	7.157181791277415641e+02	5.459277119641137688e+01	-5.267747835884614460e+02
-6.909585154631032822e+01	1.700192534549217669e+02	-1.700489071756790338e+02	2.445894314444496160e+02	7.706940187571336764e+01	-1.614888108181623636e+02	-7.324377137523067915e+01	-1.089438176044280482e+01
2.499599631307698075e+02	1.992064243792485740e+02	1.178721749001076091e+02	-2.381380393657645556e+01	3.961166923594693685e+02	8.623649981627696661e+02	5.350494854026035085e+01	-6.216540463947648476e+01
1.345539422947478556e+02	9.597750860864944400e+01	-1.134883695682622999e+02	2.945632092421130892e+02	1.478338988490710051e+02	6.592771475878831779e+02	5.710329167990779098e+01	-2.265790698641791892e+02
6.604735174050041735e+01	2.448449690200542364e+02	2.413368737429452153e+02	-4.411319480733508271e+02	3.026316346562530271e+02	-2.615385293208389612e+02	-9.409635436942083686e+01	4.040002416825196860e+02
1.042280324775988731e+02	4.436032106761064711e+02	1.198748946587229369e+02	-1.828500856721291825e+02	5.160241780900768163e+02	1.087575176636483292e+02	-9.155822235784806651e+01	2.871960402787406679e+02
-9.731673019092670529e+01	-5.126855761636603575e+02	1.850449847604999434e+02	-3.998202963601000306e+02	-5.211197556014183192e+02	-4.433794117004651980e+02	8.172599972375485322e+01	2.352736139527088000e+01
1.381694737550676955e+01	2.042362841336350812e+02	2.020855254325997521e+02	-4.025704499304750357e+02	2.291534566463982401e+02	-4.322349125662107099e+02	-1.100032105035917454e+02	4.055736004080559951e+02
-1.100784323508485727e+02	5.597896723957944687e+01	-2.731069497314380214e+02	4.588674059162822232e+02	-4.973187123470551541e+01	-3.175797589551497424e+01	-3.581290992213758528e+01	-1.685501586771221696e+02
9.194536073118297281e+01	3.475222346031442839e+02	1.950553568182776303e+02	-3.666595357839952385e+02	4.445230970573558693e+02	-7.179459025912774450e+01	-7.513795317436895971e+01	3.685637133972824699e+02
1.155851403981392451e+02	4.216579606279130985e+02	1.347471697192022759e+02	-1.852341347608074216e+02	5.365894642016910439e+02	7.920043656412164523e+01	-9.303329376013429908e+01	2.932762219967898432e+02
-1.853186557745586072e+01	1.947227548427308932e+02	-1.403744228484688108e+02	2.624032133085407850e+02	1.642185587760698127e+02	4.648954388824871842e+01	-6.946462240976052271e+01	-2.658053329208491533e+01
-2.215759087967312837e+02	-1.295023177409230470e+02	-9.827916686257145784e+01	2.469213525269231368e+01	-2.907335542443869940e+02	-8.008920661969473258e+02	-7.597004120066469568e+01	8.772084766963124025e+01
