8.501094296233284240e+02	7.547882408174547209e+02	2.541606430750252343e+02
6.908343685708666726e+01	-7.703223072637741780e+02	7.503584830609122491e+01
-4.142650558561091430e+02	6.874366840492028814e+02	-8.101636363753114267e+01
-9.689343887292716317e+01	4.170426226523396167e+02	-1.299992757792105067e+02
6.414511990120317364e+01	-1.178282878356970741e+03	9.614869217458546302e+01
6.934870028417797130e+02	-4.137707836115458804e+02	7.902623200626547373e+01
8.088819585436182251e+02	3.776756413380718413e+01	-8.338817179466273899e+01
7.863026570143231311e+02	-7.931002446580190224e+01	-5.832363318940876695e+01
-7.300438544258257423e+01	1.164758251970812353e+03	1.373747003837521845e+02
3.993338645105291107e+02	-6.895389420322671867e+02	-1.085673779611297789e+02
1.805883211389013638e+02	-1.624928213842311209e+02	4.706487574759294148e+02
7.906568759254645329e+02	6.430405496825788987e+02	2.686299664694018929e+02
3.083224991264078341e+01	8.386213329621486992e+02	3.913864232833452661e+02
1.748563157442787031e+02	7.780515516751132736e+02	3.019101528948025859e+01
3.260861919364717920e+00	1.181985585252001101e+03	6.312819942530754957e+00
4.627554225691281431e+02	-6.681486400464514190e+02	-7.919084317069976464e+01
7.411531555202861909e+02	5.955429387361687077e+02	2.882061389043751092e+02
2.237784797375405503e+02	-1.049466867264863623e+02	4.765520656778068656e+02
-1.265484373751510461e+01	1.185250883914362248e+03	2.627685324314492732e+01
-6.352078997456580822e+01	-8.053930357616711717e+02	7.482606771621946962e+01
1.207688091742610403e+01	-3.963011069633876104e+02	1.037927193308224538e+01
6.397138918206049993e+02	-4.776023065275126669e+02	5.110789571168010070e+01
-6.633094716071974517e+02	-4.430883976523064121e+02	7.276277526713057853e+01
-7.784154581637451997e+01	-4.452503475571469949e+02	1.575464905830284579e+02
-8.118758897149866982e+00	-7.729730429556407216e+02	4.101853055300067012e+02
5.131066447665434680e+02	-6.248408899743568554e+02	-3.973685351604459015e+01
-8.120158981823618660e+01	-1.655170091030012145e+02	3.740556152160935994e+02
1.229898367949514153e+02	-2.075322488862186674e+02	4.791690403353044303e+02
1.499818920016452921e+02	-1.775219281966047333e+02	4.788516342651001878e+02
3.853171063037333965e+02	1.062928127509194098e+02	4.065027188558573243e+02
-3.400440030452199380e+01	4.166130232453830899e+02	-5.393577407138970159e+01
-7.312562495679597419e+01	-6.851530942445350547e+02	-3.857507519838183612e+02
7.867916538500483057e+02	-8.314407299909265703e+01	-6.361064155631455463e+01
-4.455595578432021284e+02	6.556238438262482759e+02	-6.431614332386045874e+01
-2.132968110847291427e+02	-7.681576651010742580e+02	1.196199843817023378e+00
-2.338512604386495752e+01	1.115317873618656904e+03	2.596356451386391200e+02
7.512623119470016491e+02	2.550931743430602694e+02	1.403616765300077596e+01
-2.085732260537007505e+02	-1.365691772653136695e+02	4.670259428760869014e+02
-1.128340901996272407e+02	7.900637517614202352e+02	4.690376771434625169e+01
-7.089044917723677486e+01	8.026419353788938906e+02	5.620276997062950386e+01
7.165588428603905413e+01	-1.159875107813613113e+03	1.787286360963223331e+02
7.116260334717199498e+01	-4.080206899493693413e+02	-1.193539584369662947e+02
6.707531725864960208e+02	-4.071558476951137209e+02	7.684838302783961694e+01
1.014170017681067975e+03	9.211325851001645333e+02	1.908441729733164891e+02
-8.048888260256467220e+02	2.848430456221833040e+01	-7.574904225096814514e+01
-1.511386126235732519e+01	-4.005858490154610081e+02	-1.952038650498654349e+01
6.467744680134485407e+02	4.556745673183074814e+02	3.280413427778077562e+02
