-3.767815208566634624e+02	1.992283457687847772e+02	2.266474421854001662e+02	-2.134923432845022262e+02
-4.241544029718540969e+02	-3.200893827022249525e+02	6.052852090265964762e+02	1.386200465301312192e+02
-2.019667075244145735e+02	-5.895095735910299481e+02	-3.411718618319364396e+02	-4.045321682943907149e+02
2.683324884766944152e+01	-4.016812895330567699e+02	-1.068033036934840041e+01	8.325308047385685484e+01
1.676671422640537514e+02	3.622043020420442758e+02	4.070078732521379195e+00	1.058479079828336467e+02
1.055159145533874039e+02	-2.075254698222404102e+02	-6.532048411501480132e+02	-4.215726158730540760e+02
-4.185776573881232707e+02	-3.897913904808777374e+02	5.666641923244330883e+02	9.962648255604409542e+01
-4.556721242226016102e+02	-6.068004068774602047e+02	3.171820840607243213e+02	-8.303892506312885757e+01
-2.265130758370305841e+01	-4.104444055663163908e+02	-3.754039697363868555e+01	-5.182605696564412945e+00
-1.639641199967615535e+02	-3.057302436562613224e+01	6.656222257338990858e+02	4.258414784957290067e+02
-4.606971300072549980e+02	7.426297118559449473e+01	1.526053459298591122e+02	-3.698966390596407336e+02
-2.214355802186489939e+02	3.726770612242319203e+02	3.768473043041902315e+02	3.593664408365783913e+01
-5.083245610375489321e+01	-3.931666910599306561e+02	-4.533960362966274005e+01	-2.109080970150791856e+01
3.434463102975199718e+02	5.617133028359914988e+02	2.158812913281955161e+02	4.396672083132183388e+02
6.474919629223190896e+02	8.939383943978240268e+02	-1.164553225449078298e+02	4.423458812440816814e+02
-1.139656860950004926e+02	1.836940641905441751e+01	6.502460406939757149e+02	4.494992213047810878e+02
-8.114617481869443338e+01	3.100844912168584528e+02	-2.919936764220825012e+02	-3.770715950864945967e+02
5.947234617840679221e+02	7.668605328730326391e+02	-9.218835337442010314e+02	-3.000596066440699019e+02
-1.206057403576255780e+02	-5.114133054654512307e+02	4.603100615390780348e+01	-1.985519896685145369e+01
-6.610998181311308031e+01	1.783072114312198266e+02	6.216761690676489707e+02	4.454353531066801679e+02
-2.695978835111838521e+02	-2.659684033090889557e+02	1.797330512128518265e+01	-2.373468930024243946e+02
3.139604013909944342e+02	2.979103934324090233e+02	-6.381565647646581283e+02	-2.776184777321247452e+02
-4.104745105264724430e+02	-5.518746131345347976e+02	4.036630837140373842e+02	3.036130222182423211e+01
1.363229597113645468e+02	4.124465450324360063e+02	2.583998288810084887e+01	1.010074017019001502e+02
-2.566892600996303599e+02	-2.578951963684125985e+02	-6.922143504018436921e+00	-2.258515000252544951e+02
-4.152217710356545695e+02	-5.878422879970077020e+02	3.268476306077003528e+02	-5.246979486890429456e+01
6.178695801125045364e+02	9.438684455952147800e+02	-1.359938119757798631e+02	3.776715789311244862e+02
-4.088952923590851469e+02	1.361733039605203146e+02	1.796601379998507184e+02	-2.783904883885591062e+02
-1.032797185482269953e+02	2.908403680081642051e+02	-2.728369061261162756e+02	-3.812306570571836914e+02
1.462716545538714854e+02	9.172038253881933088e+02	7.402127614149991359e+02	6.541864202766793142e+02
4.614297667767587541e+02	1.027059988395022856e+03	-1.540693941451991691e+02	2.006830136655809440e+02
-1.208165992587560567e+02	-5.533016873655186600e+02	5.867661461396117062e+01	7.493576738989559338e+00
-3.990770168259060711e+02	-5.829928386500537272e+02	3.412686210920592771e+02	-4.845401445563538090e+01
3.466767772259760250e+02	5.596527634424132884e+02	1.817183377920113685e+02	4.307494103411262358e+02
-3.903260703390723734e+02	-1.848426921330431583e+02	6.516482998192057039e+02	1.927556950871438062e+02
4.008700039569611704e+02	2.374138155848161205e+02	-1.095134013576015803e+02	2.624217037726149329e+02
-3.845312452947480892e+02	-6.140788674548490462e+02	-3.634482191398127782e+01	-3.528963448752265322e+02
5.624593885412874670e+02	7.664070002186728061e+02	-9.123600242199163404e+02	-2.975965328339817688e+02
-6.274047878193388073e+01	-3.104779746584056852e+02	-5.435242631436982492e+02	-5.110776220069390661e+02
2.644343103526451273e+02	2.516912874187202576e+01	-6.771347586149182689e+02	-3.227168364462755790e+02
6.559364373025562145e+02	3.929337862033926854e+02	-1.357361158836104664e+02	4.728437909527117426e+02
