accuracy,val_accuracy,loss,val_loss
0.4846875071525574,0.574999988079071,0.6852675676345825,0.6454038023948669
0.6178125143051147,0.6762499809265137,0.6368120312690735,0.6021947264671326
0.7037500143051147,0.7337499856948853,0.6015195250511169,0.5667651891708374
0.7487499713897705,0.7524999976158142,0.5626949667930603,0.5257520079612732
0.7709375023841858,0.7925000190734863,0.5239246487617493,0.487306147813797
0.7884374856948853,0.8025000095367432,0.49085113406181335,0.451806902885437
0.8046875,0.8237500190734863,0.4571741819381714,0.4214495122432709
0.823437511920929,0.8412500023841858,0.4269733428955078,0.39206263422966003
0.8353124856948853,0.8575000166893005,0.4017407298088074,0.36749938130378723
0.848437488079071,0.8662499785423279,0.37945422530174255,0.34281960129737854
0.8596875071525574,0.8787500262260437,0.35371851921081543,0.31954118609428406
0.870312511920929,0.8887500166893005,0.33199572563171387,0.2973434031009674
0.8799999952316284,0.8974999785423279,0.31054896116256714,0.279058575630188
0.8909375071525574,0.9125000238418579,0.2896850109100342,0.26614153385162354
0.9012500047683716,0.9175000190734863,0.2804942727088928,0.2543369233608246
0.9087499976158142,0.9225000143051147,0.26899412274360657,0.24489064514636993
0.9131249785423279,0.9225000143051147,0.2606738805770874,0.23843398690223694
0.9140625,0.925000011920929,0.2539416253566742,0.2338806390762329
0.917187511920929,0.9262499809265137,0.24636930227279663,0.23071406781673431
0.9168750047683716,0.9262499809265137,0.2444910854101181,0.22817867994308472
0.9221875071525574,0.9237499833106995,0.24051672220230103,0.22601427137851715
0.918749988079071,0.9275000095367432,0.24043478071689606,0.22444570064544678
0.9200000166893005,0.9262499809265137,0.2385217249393463,0.22221407294273376
0.9240624904632568,0.9225000143051147,0.23354464769363403,0.22030188143253326
0.9221875071525574,0.9275000095367432,0.23465600609779358,0.21889640390872955
0.9206249713897705,0.9237499833106995,0.23392543196678162,0.21796472370624542
0.9234374761581421,0.9275000095367432,0.2303970754146576,0.2161097526550293
0.9209374785423279,0.9237499833106995,0.23182983696460724,0.21526888012886047
0.921875,0.9287499785423279,0.22867916524410248,0.21397562325000763
0.9209374785423279,0.9275000095367432,0.22776074707508087,0.21302209794521332
0.9231250286102295,0.9275000095367432,0.2261602282524109,0.2120402753353119
0.9234374761581421,0.9287499785423279,0.22469311952590942,0.21084733307361603
0.9237499833106995,0.9287499785423279,0.22439861297607422,0.20980167388916016
0.9228125214576721,0.9275000095367432,0.22518062591552734,0.20931671559810638
0.9221875071525574,0.9275000095367432,0.22259141504764557,0.20803691446781158
0.9231250286102295,0.9275000095367432,0.223390594124794,0.20767401158809662
0.9240624904632568,0.9275000095367432,0.223103329539299,0.20669138431549072
0.9228125214576721,0.9275000095367432,0.22196424007415771,0.20556321740150452
0.9253125190734863,0.9275000095367432,0.21914759278297424,0.2051146924495697
0.9231250286102295,0.9287499785423279,0.2195085883140564,0.20436690747737885
0.9240624904632568,0.9287499785423279,0.21754351258277893,0.20349466800689697
0.9253125190734863,0.9275000095367432,0.21674925088882446,0.2027757316827774
0.9237499833106995,0.9275000095367432,0.21768032014369965,0.20252427458763123
0.9240624904632568,0.9287499785423279,0.2174699902534485,0.20135009288787842
0.9240624904632568,0.9275000095367432,0.2178436815738678,0.20279161632061005
0.9237499833106995,0.925000011920929,0.21662434935569763,0.20125189423561096
0.9225000143051147,0.9275000095367432,0.21672005951404572,0.20022422075271606
0.9231250286102295,0.9287499785423279,0.21471011638641357,0.19981157779693604
0.9243749976158142,0.9275000095367432,0.21657632291316986,0.19946891069412231
0.9253125190734863,0.9287499785423279,0.21491336822509766,0.19883529841899872
0.9221875071525574,0.9262499809265137,0.21327395737171173,0.1979193091392517
0.9240624904632568,0.9287499785423279,0.21324510872364044,0.19779272377490997
0.9253125190734863,0.9262499809265137,0.2121124267578125,0.19765029847621918
0.9234374761581421,0.9275000095367432,0.212325319647789,0.19732822477817535
0.9234374761581421,0.9275000095367432,0.2106228619813919,0.19703111052513123
0.9237499833106995,0.9275000095367432,0.21234595775604248,0.19645929336547852
0.9256250262260437,0.9275000095367432,0.2112618386745453,0.1964237093925476
0.925000011920929,0.9275000095367432,0.2096376270055771,0.19867496192455292
0.9256250262260437,0.9262499809265137,0.21037143468856812,0.195442795753479
0.9231250286102295,0.9262499809265137,0.20989838242530823,0.19513721764087677
0.9234374761581421,0.9275000095367432,0.21241265535354614,0.19427722692489624
0.9253125190734863,0.925000011920929,0.21052592992782593,0.19566506147384644
0.9237499833106995,0.9275000095367432,0.2100682258605957,0.19354431331157684
0.925000011920929,0.9275000095367432,0.2081403285264969,0.1934647411108017
0.9243749976158142,0.9287499785423279,0.20934490859508514,0.1931902915239334
0.9237499833106995,0.9262499809265137,0.21077221632003784,0.19438442587852478
0.9253125190734863,0.9275000095367432,0.20885759592056274,0.19274412095546722
0.9237499833106995,0.9287499785423279,0.2082870900630951,0.19287806749343872
0.9243749976158142,0.9275000095367432,0.21027109026908875,0.19232206046581268
0.9243749976158142,0.9275000095367432,0.2090679556131363,0.1923540085554123
0.9240624904632568,0.9262499809265137,0.20798565447330475,0.19333499670028687
0.9246875047683716,0.9262499809265137,0.20673814415931702,0.19266368448734283
0.9225000143051147,0.9275000095367432,0.206110417842865,0.19197237491607666
0.9234374761581421,0.9275000095367432,0.2088894248008728,0.1915605664253235
0.9234374761581421,0.9275000095367432,0.20509056746959686,0.19161906838417053
0.9268749952316284,0.9287499785423279,0.20550021529197693,0.19089989364147186
0.9231250286102295,0.9262499809265137,0.2063073217868805,0.19091245532035828
0.9246875047683716,0.9287499785423279,0.20335249602794647,0.19056063890457153
0.926562488079071,0.9287499785423279,0.20328301191329956,0.1906435638666153
0.9275000095367432,0.9287499785423279,0.20228372514247894,0.19050157070159912
0.9259374737739563,0.9262499809265137,0.2058548480272293,0.19190223515033722
0.9240624904632568,0.9287499785423279,0.20511837303638458,0.18976718187332153
0.9256250262260437,0.9262499809265137,0.20351193845272064,0.19028909504413605
0.9243749976158142,0.9287499785423279,0.20672598481178284,0.19009079039096832
0.9246875047683716,0.9275000095367432,0.20439983904361725,0.18976996839046478
0.9237499833106995,0.9262499809265137,0.205592080950737,0.19055943191051483
0.926562488079071,0.9262499809265137,0.20232726633548737,0.19383889436721802
0.9221875071525574,0.9287499785423279,0.20457272231578827,0.18954667448997498
0.9246875047683716,0.9287499785423279,0.20243190228939056,0.1894056349992752
